max_watertemp_c,qualifiers_max_watertemp,dateTime,mean_watertemp_c,qualifiers_mean_watertemp
16.8,['A'],2024-05-31T00:00:00.000,15.8,['A']
17.4,['A'],2024-06-01T00:00:00.000,16.6,['A']
16.6,['A'],2024-06-02T00:00:00.000,16.1,['A']
15.6,['A'],2024-06-03T00:00:00.000,14.8,['A']
13.9,['A'],2024-06-04T00:00:00.000,13.6,['A']
15.2,['A'],2024-06-05T00:00:00.000,14.4,['A']
17.0,['A'],2024-06-06T00:00:00.000,16.0,['A']
18.1,['A'],2024-06-07T00:00:00.000,17.2,['A']
18.3,['A'],2024-06-08T00:00:00.000,17.7,['A']
18.9,['A'],2024-06-09T00:00:00.000,17.9,['A']
19.1,['A'],2024-06-10T00:00:00.000,18.3,['A']
18.9,['A'],2024-06-11T00:00:00.000,18.3,['A']
18.8,['A'],2024-06-12T00:00:00.000,17.9,['A']
19.1,['A'],2024-06-13T00:00:00.000,18.2,['A']
18.7,['A'],2024-06-14T00:00:00.000,18.0,['A']
18.2,['A'],2024-06-15T00:00:00.000,17.5,['A']
17.3,['A'],2024-06-16T00:00:00.000,16.6,['A']
15.9,['A'],2024-06-17T00:00:00.000,15.5,['A']
16.8,['A'],2024-06-18T00:00:00.000,15.7,['A']
18.4,['A'],2024-06-19T00:00:00.000,17.1,['A']
20.1,['A'],2024-06-20T00:00:00.000,18.8,['A']
21.3,['A'],2024-06-21T00:00:00.000,20.1,['A']
21.9,['A'],2024-06-22T00:00:00.000,20.8,['A']
21.3,['A'],2024-06-23T00:00:00.000,20.7,['A']
20.7,['A'],2024-06-24T00:00:00.000,19.9,['A']
21.2,['A'],2024-06-25T00:00:00.000,20.2,['A']
20.6,['A'],2024-06-26T00:00:00.000,19.8,['A']
19.2,['A'],2024-06-27T00:00:00.000,18.7,['A']
19.3,['A'],2024-06-28T00:00:00.000,18.4,['A']
20.0,['A'],2024-06-29T00:00:00.000,19.2,['A']
21.0,['A'],2024-06-30T00:00:00.000,20.2,['A']
21.3,['A'],2024-07-01T00:00:00.000,20.6,['A']
21.1,['A'],2024-07-02T00:00:00.000,20.3,['A']
20.8,['A'],2024-07-03T00:00:00.000,19.9,['A']
21.2,['A'],2024-07-04T00:00:00.000,20.1,['A']
21.9,['A'],2024-07-05T00:00:00.000,20.8,['A']
22.7,['A'],2024-07-06T00:00:00.000,21.5,['A']
23.2,['A'],2024-07-07T00:00:00.000,22.1,['A']
23.5,['A'],2024-07-08T00:00:00.000,22.5,['A']
23.8,['A'],2024-07-09T00:00:00.000,22.8,['A']
23.6,['A'],2024-07-10T00:00:00.000,22.7,['A']
22.9,['A'],2024-07-11T00:00:00.000,22.1,['A']
22.3,['A'],2024-07-12T00:00:00.000,21.5,['A']
22.6,['A'],2024-07-13T00:00:00.000,21.6,['A']
23.0,['A'],2024-07-14T00:00:00.000,21.9,['A']
22.7,['A'],2024-07-15T00:00:00.000,21.9,['A']
23.0,['A'],2024-07-16T00:00:00.000,22.1,['A']
22.8,['A'],2024-07-17T00:00:00.000,22.0,['A']
22.5,['A'],2024-07-18T00:00:00.000,21.7,['A']
22.9,['A'],2024-07-19T00:00:00.000,22.0,['A']
23.4,['A'],2024-07-20T00:00:00.000,22.5,['A']
23.2,['A'],2024-07-21T00:00:00.000,22.6,['A']
22.5,['A'],2024-07-22T00:00:00.000,21.9,['A']
21.5,['A'],2024-07-23T00:00:00.000,21.0,['A']
21.8,['A'],2024-07-24T00:00:00.000,20.9,['A']
21.5,['A'],2024-07-25T00:00:00.000,20.9,['A']
21.3,['A'],2024-07-26T00:00:00.000,20.5,['A']
21.2,['A'],2024-07-27T00:00:00.000,20.4,['A']
20.8,['A'],2024-07-28T00:00:00.000,20.1,['A']
20.2,['A'],2024-07-29T00:00:00.000,19.6,['A']
20.2,['A'],2024-07-30T00:00:00.000,19.5,['A']
21.4,['A'],2024-07-31T00:00:00.000,20.3,['A']
23.0,['A'],2024-08-01T00:00:00.000,21.9,['A']
23.7,['A'],2024-08-02T00:00:00.000,22.9,['A']
23.2,['A'],2024-08-03T00:00:00.000,22.7,['A']
22.9,['A'],2024-08-04T00:00:00.000,22.2,['A']
22.7,['A'],2024-08-05T00:00:00.000,22.0,['A']
22.3,['A'],2024-08-06T00:00:00.000,21.6,['A']
21.8,['A'],2024-08-07T00:00:00.000,21.3,['A']
22.2,['A'],2024-08-08T00:00:00.000,21.6,['A']
22.5,['A'],2024-08-09T00:00:00.000,21.8,['A']
22.5,['A'],2024-08-10T00:00:00.000,21.9,['A']
22.1,['A'],2024-08-11T00:00:00.000,21.6,['A']
21.6,['A'],2024-08-12T00:00:00.000,20.9,['A']
20.6,['A'],2024-08-13T00:00:00.000,20.1,['A']
19.9,['A'],2024-08-14T00:00:00.000,19.4,['A']
20.1,['A'],2024-08-15T00:00:00.000,19.6,['A']
20.9,['A'],2024-08-16T00:00:00.000,20.2,['A']
20.7,['A'],2024-08-17T00:00:00.000,20.3,['A']
20.3,['A'],2024-08-18T00:00:00.000,19.9,['A']
20.5,['A'],2024-08-19T00:00:00.000,19.9,['A']
20.6,['A'],2024-08-20T00:00:00.000,20.0,['A']
20.3,['A'],2024-08-21T00:00:00.000,19.8,['A']
19.8,['A'],2024-08-22T00:00:00.000,19.4,['A']
19.1,['A'],2024-08-23T00:00:00.000,18.7,['A']
18.8,['A'],2024-08-24T00:00:00.000,18.4,['A']
18.9,['A'],2024-08-25T00:00:00.000,18.3,['A']
19.8,['A'],2024-08-26T00:00:00.000,19.0,['A']
20.0,['A'],2024-08-27T00:00:00.000,19.5,['A']
19.4,['A'],2024-08-28T00:00:00.000,19.0,['A']
19.4,['A'],2024-08-29T00:00:00.000,18.8,['A']
20.0,['A'],2024-08-30T00:00:00.000,19.3,['A']
20.7,['A'],2024-08-31T00:00:00.000,20.0,['A']
20.7,['A'],2024-09-01T00:00:00.000,20.2,['A']
20.2,['A'],2024-09-02T00:00:00.000,19.4,['A']
19.2,['A'],2024-09-03T00:00:00.000,18.6,['A']
19.3,['A'],2024-09-04T00:00:00.000,18.7,['A']
19.8,['A'],2024-09-05T00:00:00.000,19.2,['A']
19.8,['A'],2024-09-06T00:00:00.000,19.4,['A']
19.6,['A'],2024-09-07T00:00:00.000,19.2,['A']
19.6,['A'],2024-09-08T00:00:00.000,19.0,['A']
19.5,['A'],2024-09-09T00:00:00.000,18.9,['A']
19.5,['A'],2024-09-10T00:00:00.000,18.9,['A']
18.8,['A'],2024-09-11T00:00:00.000,18.3,['A']
17.9,['A'],2024-09-12T00:00:00.000,17.4,['A']
17.3,['A'],2024-09-13T00:00:00.000,16.9,['A']
17.6,['A'],2024-09-14T00:00:00.000,17.1,['A']
17.7,['A'],2024-09-15T00:00:00.000,17.2,['A']
17.7,['A'],2024-09-16T00:00:00.000,17.1,['A']
17.3,['A'],2024-09-17T00:00:00.000,16.6,['A']
16.3,['A'],2024-09-18T00:00:00.000,16.0,['A']
17.0,['A'],2024-09-19T00:00:00.000,16.3,['A']
17.1,['A'],2024-09-20T00:00:00.000,16.5,['A']
16.8,['A'],2024-09-21T00:00:00.000,16.4,['A']
16.7,['A'],2024-09-22T00:00:00.000,16.3,['A']
17.3,['A'],2024-09-23T00:00:00.000,16.6,['A']
18.2,['A'],2024-09-24T00:00:00.000,17.5,['A']
18.0,['A'],2024-09-25T00:00:00.000,17.3,['A']
16.8,['A'],2024-09-26T00:00:00.000,16.3,['A']
16.6,['A'],2024-09-27T00:00:00.000,16.2,['A']
16.8,['A'],2024-09-28T00:00:00.000,16.2,['A']
16.6,['A'],2024-09-29T00:00:00.000,16.3,['A']
16.2,['A'],2024-09-30T00:00:00.000,15.8,['A']
15.8,['A'],2024-10-01T00:00:00.000,15.4,['A']
15.7,['A'],2024-10-02T00:00:00.000,15.4,['A']
15.3,['A'],2024-10-03T00:00:00.000,15.0,['A']
15.0,['A'],2024-10-04T00:00:00.000,14.4,['A']
14.2,['A'],2024-10-05T00:00:00.000,14.0,['A']
14.7,['A'],2024-10-06T00:00:00.000,14.2,['A']
15.2,['A'],2024-10-07T00:00:00.000,14.7,['A']
15.7,['A'],2024-10-08T00:00:00.000,15.3,['A']
16.0,['A'],2024-10-09T00:00:00.000,15.7,['A']
15.6,['A'],2024-10-10T00:00:00.000,15.2,['A']
15.0,['A'],2024-10-11T00:00:00.000,14.6,['A']
15.1,['A'],2024-10-12T00:00:00.000,14.6,['A']
15.1,['A'],2024-10-13T00:00:00.000,14.8,['A']
15.4,['A'],2024-10-14T00:00:00.000,15.0,['A']
15.7,['A'],2024-10-15T00:00:00.000,15.5,['A']
15.6,['A'],2024-10-16T00:00:00.000,15.4,['A']
15.2,['A'],2024-10-17T00:00:00.000,14.9,['A']
14.5,['A'],2024-10-18T00:00:00.000,13.9,['A']
14.3,['A'],2024-10-19T00:00:00.000,13.8,['A']
14.7,['A'],2024-10-20T00:00:00.000,14.4,['A']
15.1,['A'],2024-10-21T00:00:00.000,14.7,['A']
14.5,['A'],2024-10-22T00:00:00.000,14.1,['A']
13.8,['A'],2024-10-23T00:00:00.000,13.5,['A']
13.3,['A'],2024-10-24T00:00:00.000,12.9,['A']
13.0,['A'],2024-10-25T00:00:00.000,12.6,['A']
14.0,['A'],2024-10-26T00:00:00.000,13.1,['A']
14.6,['A'],2024-10-27T00:00:00.000,14.2,['A']
14.4,['A'],2024-10-28T00:00:00.000,14.2,['A']
13.9,['A'],2024-10-29T00:00:00.000,13.4,['A']
13.0,['A'],2024-10-30T00:00:00.000,12.5,['A']
11.9,['A'],2024-10-31T00:00:00.000,11.8,['A']
11.7,['A'],2024-11-01T00:00:00.000,11.6,['A']
11.5,['A'],2024-11-02T00:00:00.000,11.4,['A']
11.5,['A'],2024-11-03T00:00:00.000,11.4,['A']
11.4,['A'],2024-11-04T00:00:00.000,11.2,['A']
10.9,['A'],2024-11-05T00:00:00.000,10.8,['A']
10.8,['A'],2024-11-06T00:00:00.000,10.7,['A']
10.6,['A'],2024-11-07T00:00:00.000,10.4,['A']
10.5,['A'],2024-11-08T00:00:00.000,10.2,['A']
10.5,['A'],2024-11-09T00:00:00.000,10.4,['A']
11.0,['A'],2024-11-10T00:00:00.000,10.8,['A']
11.3,['A'],2024-11-11T00:00:00.000,11.1,['A']
11.2,['A'],2024-11-12T00:00:00.000,11.0,['A']
10.8,['A'],2024-11-13T00:00:00.000,10.8,['A']
10.6,['A'],2024-11-14T00:00:00.000,10.4,['A']
10.2,['A'],2024-11-15T00:00:00.000,9.9,['A']
9.7,['A'],2024-11-16T00:00:00.000,9.3,['A']
9.5,['A'],2024-11-17T00:00:00.000,9.3,['A']
9.4,['A'],2024-11-18T00:00:00.000,9.0,['A']
8.6,['A'],2024-11-19T00:00:00.000,8.5,['A']
8.6,['A'],2024-11-20T00:00:00.000,8.5,['A']
8.8,['A'],2024-11-21T00:00:00.000,8.6,['A']
9.4,['A'],2024-11-22T00:00:00.000,9.0,['A']
9.4,['A'],2024-11-23T00:00:00.000,9.3,['A']
9.3,['A'],2024-11-24T00:00:00.000,9.0,['A']
9.0,['A'],2024-11-25T00:00:00.000,8.9,['A']
9.0,['A'],2024-11-26T00:00:00.000,8.8,['A']
8.7,['A'],2024-11-27T00:00:00.000,8.6,['A']
8.3,['A'],2024-11-28T00:00:00.000,8.1,['A']
8.0,['A'],2024-11-29T00:00:00.000,7.8,['A']
7.6,['A'],2024-11-30T00:00:00.000,7.4,['A']
7.1,['A'],2024-12-01T00:00:00.000,6.8,['A']
6.5,['A'],2024-12-02T00:00:00.000,6.4,['A']
6.2,['A'],2024-12-03T00:00:00.000,6.1,['A']
6.0,['A'],2024-12-04T00:00:00.000,5.9,['A']
5.8,['A'],2024-12-05T00:00:00.000,5.6,['A']
5.7,['A'],2024-12-06T00:00:00.000,5.5,['A']
6.2,['A'],2024-12-07T00:00:00.000,5.9,['A']
6.9,['A'],2024-12-08T00:00:00.000,6.6,['A']
7.0,['A'],2024-12-09T00:00:00.000,6.8,['A']
6.7,['A'],2024-12-10T00:00:00.000,6.6,['A']
6.5,['A'],2024-12-11T00:00:00.000,6.3,['A']
6.3,['A'],2024-12-12T00:00:00.000,6.2,['A']
6.9,['A'],2024-12-13T00:00:00.000,6.6,['A']
7.4,['A'],2024-12-14T00:00:00.000,7.2,['A']
7.4,['A'],2024-12-15T00:00:00.000,7.3,['A']
7.7,['A'],2024-12-16T00:00:00.000,7.5,['A']
8.3,['A'],2024-12-17T00:00:00.000,8.0,['A']
8.9,['A'],2024-12-18T00:00:00.000,8.6,['A']
9.0,['A'],2024-12-19T00:00:00.000,8.9,['A']
8.8,['A'],2024-12-20T00:00:00.000,8.7,['A']
8.7,['A'],2024-12-21T00:00:00.000,8.6,['A']
8.6,['A'],2024-12-22T00:00:00.000,8.6,['A']
8.6,['A'],2024-12-23T00:00:00.000,8.5,['A']
8.6,['A'],2024-12-24T00:00:00.000,8.5,['A']
8.6,['A'],2024-12-25T00:00:00.000,8.3,['A']
8.6,['A'],2024-12-26T00:00:00.000,8.4,['A']
8.8,['A'],2024-12-27T00:00:00.000,8.7,['A']
9.0,['A'],2024-12-28T00:00:00.000,8.8,['A']
9.0,['A'],2024-12-29T00:00:00.000,9.0,['A']
8.9,['A'],2024-12-30T00:00:00.000,8.6,['A']
8.4,['A'],2024-12-31T00:00:00.000,8.0,['A']
7.8,['A'],2025-01-01T00:00:00.000,7.7,['A']
8.2,['A'],2025-01-02T00:00:00.000,8.0,['A']
8.4,['A'],2025-01-03T00:00:00.000,8.3,['A']
8.4,['A'],2025-01-04T00:00:00.000,8.4,['A']
8.6,['A'],2025-01-05T00:00:00.000,8.4,['A']
8.8,['A'],2025-01-06T00:00:00.000,8.7,['A']
8.7,['A'],2025-01-07T00:00:00.000,8.3,['A']
8.0,['A'],2025-01-08T00:00:00.000,7.8,['A']
7.7,['A'],2025-01-09T00:00:00.000,7.5,['A']
7.5,['A'],2025-01-10T00:00:00.000,7.4,['A']
7.7,['A'],2025-01-11T00:00:00.000,7.6,['A']
7.6,['A'],2025-01-12T00:00:00.000,7.6,['A']
7.6,['A'],2025-01-13T00:00:00.000,7.3,['A']
7.2,['A'],2025-01-14T00:00:00.000,7.0,['A']
6.8,['A'],2025-01-15T00:00:00.000,6.8,['A']
6.7,['A'],2025-01-16T00:00:00.000,6.6,['A']
6.5,['A'],2025-01-17T00:00:00.000,6.5,['A']
6.5,['A'],2025-01-18T00:00:00.000,6.4,['A']
6.3,['A'],2025-01-19T00:00:00.000,5.9,['A']
5.7,['A'],2025-01-20T00:00:00.000,5.5,['A']
5.4,['A'],2025-01-21T00:00:00.000,5.3,['A']
5.4,['A'],2025-01-22T00:00:00.000,5.3,['A']
5.3,['A'],2025-01-23T00:00:00.000,5.2,['A']
5.5,['A'],2025-01-24T00:00:00.000,5.3,['A']
5.3,['A'],2025-01-25T00:00:00.000,5.2,['A']
5.1,['A'],2025-01-26T00:00:00.000,4.9,['A']
4.9,['A'],2025-01-27T00:00:00.000,4.7,['A']
4.8,['A'],2025-01-28T00:00:00.000,4.6,['A']
4.7,['A'],2025-01-29T00:00:00.000,4.6,['A']
4.9,['A'],2025-01-30T00:00:00.000,4.7,['A']
5.9,['A'],2025-01-31T00:00:00.000,5.4,['A']
6.4,['A'],2025-02-01T00:00:00.000,6.2,['A']
6.6,['A'],2025-02-02T00:00:00.000,6.5,['A']
6.3,['A'],2025-02-03T00:00:00.000,6.1,['A']
5.8,['A'],2025-02-04T00:00:00.000,5.5,['A']
5.3,['A'],2025-02-05T00:00:00.000,5.2,['A']
5.3,['A'],2025-02-06T00:00:00.000,5.2,['A']
5.4,['A'],2025-02-07T00:00:00.000,5.2,['A']
6.0,['A'],2025-02-08T00:00:00.000,5.6,['A']
6.0,['A'],2025-02-09T00:00:00.000,5.8,['A']
5.8,['A'],2025-02-10T00:00:00.000,5.7,['A']
5.5,['A'],2025-02-11T00:00:00.000,5.1,['A']
4.7,['A'],2025-02-12T00:00:00.000,4.3,['A']
4.0,['A'],2025-02-13T00:00:00.000,3.7,['A']
4.2,['A'],2025-02-14T00:00:00.000,3.8,['A']
4.9,['A'],2025-02-15T00:00:00.000,4.4,['A']
6.2,['A'],2025-02-16T00:00:00.000,5.5,['A']
7.2,['A'],2025-02-17T00:00:00.000,6.8,['A']
7.3,['A'],2025-02-18T00:00:00.000,7.1,['A']
7.9,['A'],2025-02-19T00:00:00.000,7.6,['A']
7.9,['A'],2025-02-20T00:00:00.000,7.8,['A']
7.9,['A'],2025-02-21T00:00:00.000,7.7,['A']
8.3,['A'],2025-02-22T00:00:00.000,7.8,['A']
9.5,['A'],2025-02-23T00:00:00.000,9.0,['A']
9.4,['A'],2025-02-24T00:00:00.000,8.9,['A']
9.0,['A'],2025-02-25T00:00:00.000,8.8,['A']
8.9,['A'],2025-02-26T00:00:00.000,8.6,['A']
8.7,['A'],2025-02-27T00:00:00.000,8.4,['A']
8.9,['A'],2025-02-28T00:00:00.000,8.7,['A']
9.0,['A'],2025-03-01T00:00:00.000,8.8,['A']
9.1,['A'],2025-03-02T00:00:00.000,9.0,['A']
9.2,['A'],2025-03-03T00:00:00.000,9.1,['A']
9.2,['A'],2025-03-04T00:00:00.000,9.0,['A']
9.0,['A'],2025-03-05T00:00:00.000,8.9,['A']
8.8,['A'],2025-03-06T00:00:00.000,8.6,['A']
8.9,['A'],2025-03-07T00:00:00.000,8.6,['A']
9.2,['A'],2025-03-08T00:00:00.000,8.9,['A']
9.5,['A'],2025-03-09T00:00:00.000,9.2,['A']
9.3,['A'],2025-03-10T00:00:00.000,9.2,['A']
9.3,['A'],2025-03-11T00:00:00.000,9.1,['A']
9.4,['A'],2025-03-12T00:00:00.000,9.3,['A']
9.3,['A'],2025-03-13T00:00:00.000,8.9,['A']
8.7,['A'],2025-03-14T00:00:00.000,8.2,['A']
8.0,['A'],2025-03-15T00:00:00.000,7.8,['A']
7.9,['A'],2025-03-16T00:00:00.000,7.8,['A']
8.1,['A'],2025-03-17T00:00:00.000,7.8,['A']
8.7,['A'],2025-03-18T00:00:00.000,8.2,['A']
8.7,['A'],2025-03-19T00:00:00.000,8.6,['A']
8.6,['A'],2025-03-20T00:00:00.000,8.3,['A']
8.5,['A'],2025-03-21T00:00:00.000,8.3,['A']
8.8,['A'],2025-03-22T00:00:00.000,8.4,['A']
9.4,['A'],2025-03-23T00:00:00.000,9.0,['A']
10.5,['A'],2025-03-24T00:00:00.000,9.8,['A']
11.0,['A'],2025-03-25T00:00:00.000,10.7,['A']
11.0,['A'],2025-03-26T00:00:00.000,10.8,['A']
10.9,['A'],2025-03-27T00:00:00.000,10.5,['A']
10.1,['A'],2025-03-28T00:00:00.000,9.8,['A']
9.8,['A'],2025-03-29T00:00:00.000,9.6,['A']
9.7,['A'],2025-03-30T00:00:00.000,9.3,['A']
9.1,['A'],2025-03-31T00:00:00.000,8.9,['A']
9.5,['A'],2025-04-01T00:00:00.000,9.3,['A']
9.6,['A'],2025-04-02T00:00:00.000,9.4,['A']
9.8,['A'],2025-04-03T00:00:00.000,9.5,['A']
10.2,['A'],2025-04-04T00:00:00.000,9.9,['A']
10.9,['A'],2025-04-05T00:00:00.000,10.4,['A']
11.2,['A'],2025-04-06T00:00:00.000,11.0,['A']
11.0,['A'],2025-04-07T00:00:00.000,10.9,['A']
11.0,['A'],2025-04-08T00:00:00.000,10.8,['A']
10.8,['A'],2025-04-09T00:00:00.000,10.5,['A']
11.1,['A'],2025-04-10T00:00:00.000,10.9,['A']
11.2,['A'],2025-04-11T00:00:00.000,11.0,['A']
11.2,['A'],2025-04-12T00:00:00.000,11.0,['A']
11.2,['A'],2025-04-13T00:00:00.000,10.8,['A']
11.8,['A'],2025-04-14T00:00:00.000,11.3,['A']
12.8,['A'],2025-04-15T00:00:00.000,12.2,['A']
13.3,['A'],2025-04-16T00:00:00.000,12.8,['A']
13.3,['A'],2025-04-17T00:00:00.000,12.8,['A']
13.4,['A'],2025-04-18T00:00:00.000,12.8,['A']
13.7,['A'],2025-04-19T00:00:00.000,13.1,['A']
13.2,['A'],2025-04-20T00:00:00.000,12.9,['A']
12.7,['A'],2025-04-21T00:00:00.000,12.4,['A']
12.7,['A'],2025-04-22T00:00:00.000,12.3,['A']
13.4,['A'],2025-04-23T00:00:00.000,12.7,['A']
14.0,['A'],2025-04-24T00:00:00.000,13.3,['A']
14.3,['A'],2025-04-25T00:00:00.000,13.7,['A']
14.3,['A'],2025-04-26T00:00:00.000,13.8,['A']
13.7,['A'],2025-04-27T00:00:00.000,13.3,['A']
14.0,['A'],2025-04-28T00:00:00.000,13.3,['A']
14.5,['A'],2025-04-29T00:00:00.000,13.9,['A']
14.4,['A'],2025-04-30T00:00:00.000,13.8,['A']
14.8,['A'],2025-05-01T00:00:00.000,14.1,['A']
15.5,['A'],2025-05-02T00:00:00.000,14.7,['A']
15.5,['A'],2025-05-03T00:00:00.000,14.9,['A']
15.0,['A'],2025-05-04T00:00:00.000,14.3,['A']
14.9,['A'],2025-05-05T00:00:00.000,14.2,['A']
15.7,['A'],2025-05-06T00:00:00.000,14.8,['A']
16.0,['A'],2025-05-07T00:00:00.000,15.3,['A']
16.2,['A'],2025-05-08T00:00:00.000,15.4,['A']
16.5,['A'],2025-05-09T00:00:00.000,15.6,['A']
16.2,['A'],2025-05-10T00:00:00.000,15.7,['A']
15.6,['A'],2025-05-11T00:00:00.000,15.2,['A']
14.8,['A'],2025-05-12T00:00:00.000,14.3,['A']
14.3,['A'],2025-05-13T00:00:00.000,13.8,['A']
14.7,['A'],2025-05-14T00:00:00.000,14.0,['A']
14.2,['A'],2025-05-15T00:00:00.000,13.9,['A']
13.7,['A'],2025-05-16T00:00:00.000,13.4,['A']
15.0,['A'],2025-05-17T00:00:00.000,14.1,['A']
14.1,['A'],2025-05-18T00:00:00.000,13.9,['A']
14.0,['A'],2025-05-19T00:00:00.000,13.4,['A']
14.3,['A'],2025-05-20T00:00:00.000,13.8,['A']
14.6,['A'],2025-05-21T00:00:00.000,14.0,['A']
14.5,['A'],2025-05-22T00:00:00.000,14.2,['A']
15.2,['A'],2025-05-23T00:00:00.000,14.3,['A']
16.2,['A'],2025-05-24T00:00:00.000,15.1,['A']
16.5,['A'],2025-05-25T00:00:00.000,15.8,['A']
16.6,['A'],2025-05-26T00:00:00.000,15.8,['A']
16.8,['A'],2025-05-27T00:00:00.000,15.8,['A']
18.3,['A'],2025-05-28T00:00:00.000,17.1,['A']
18.3,['A'],2025-05-29T00:00:00.000,17.6,['A']
18.4,['A'],2025-05-30T00:00:00.000,17.4,['A']
18.0,['A'],2025-05-31T00:00:00.000,17.6,['A']
