max_watertemp_c,qualifiers_max_watertemp,dateTime,mean_watertemp_c,qualifiers_mean_watertemp
18.3,['A'],2025-06-01T00:00:00.000,17.4,['A']
18.6,['A'],2025-06-02T00:00:00.000,17.6,['A']
18.9,['A'],2025-06-03T00:00:00.000,17.9,['A']
18.5,['A'],2025-06-04T00:00:00.000,18.1,['A']
18.9,['A'],2025-06-05T00:00:00.000,18.1,['A']
20.2,['A'],2025-06-06T00:00:00.000,19.1,['A']
21.3,['A'],2025-06-07T00:00:00.000,20.2,['A']
22.6,['A'],2025-06-08T00:00:00.000,21.4,['A']
23.5,['A'],2025-06-09T00:00:00.000,22.4,['A']
23.2,['A'],2025-06-10T00:00:00.000,22.4,['A']
22.2,['A'],2025-06-11T00:00:00.000,21.5,['A']
21.1,['A'],2025-06-12T00:00:00.000,20.4,['A']
20.0,['A'],2025-06-13T00:00:00.000,18.8,['A']
18.7,['A'],2025-06-14T00:00:00.000,17.9,['A']
19.2,['A'],2025-06-15T00:00:00.000,18.1,['A']
19.8,['A'],2025-06-16T00:00:00.000,18.8,['A']
20.5,['A'],2025-06-17T00:00:00.000,19.3,['A']
20.5,['A'],2025-06-18T00:00:00.000,19.7,['A']
20.1,['A'],2025-06-19T00:00:00.000,19.4,['A']
19.2,['A'],2025-06-20T00:00:00.000,18.5,['A']
17.9,['A'],2025-06-21T00:00:00.000,16.8,['A']
16.9,['A'],2025-06-22T00:00:00.000,16.1,['A']
18.4,['A'],2025-06-23T00:00:00.000,17.2,['A']
19.8,['A'],2025-06-24T00:00:00.000,18.7,['A']
19.9,['A'],2025-06-25T00:00:00.000,19.4,['A']
19.8,['A'],2025-06-26T00:00:00.000,19.3,['A']
20.1,['A'],2025-06-27T00:00:00.000,19.5,['A']
21.4,['A'],2025-06-28T00:00:00.000,20.3,['A']
22.6,['A'],2025-06-29T00:00:00.000,21.5,['A']
23.7,['A'],2025-06-30T00:00:00.000,22.6,['A']
24.1,['A'],2025-07-01T00:00:00.000,23.1,['A']
23.8,['A'],2025-07-02T00:00:00.000,23.0,['A']
23.0,['A'],2025-07-03T00:00:00.000,22.4,['A']
22.3,['A'],2025-07-04T00:00:00.000,21.6,['A']
21.6,['A'],2025-07-05T00:00:00.000,20.9,['A']
22.0,['A'],2025-07-06T00:00:00.000,21.1,['A']
22.7,['A'],2025-07-07T00:00:00.000,21.7,['A']
23.5,['A'],2025-07-08T00:00:00.000,22.5,['A']
23.6,['A'],2025-07-09T00:00:00.000,22.7,['A']
23.5,['A'],2025-07-10T00:00:00.000,22.7,['A']
23.6,['A'],2025-07-11T00:00:00.000,22.8,['A']
24.1,['A'],2025-07-12T00:00:00.000,23.2,['A']
24.7,['A'],2025-07-13T00:00:00.000,23.8,['A']
25.2,['A'],2025-07-14T00:00:00.000,24.3,['A']
24.2,['A'],2025-07-15T00:00:00.000,23.6,['A']
24.5,['A'],2025-07-16T00:00:00.000,23.6,['A']
24.3,['A'],2025-07-17T00:00:00.000,23.5,['A']
23.8,['A'],2025-07-18T00:00:00.000,23.2,['A']
23.5,['A'],2025-07-19T00:00:00.000,22.8,['A']
22.7,['A'],2025-07-20T00:00:00.000,21.8,['A']
21.6,['A'],2025-07-21T00:00:00.000,21.1,['A']
21.8,['A'],2025-07-22T00:00:00.000,21.0,['A']
22.5,['A'],2025-07-23T00:00:00.000,21.6,['A']
23.2,['A'],2025-07-24T00:00:00.000,22.3,['A']
23.2,['A'],2025-07-25T00:00:00.000,22.5,['A']
22.5,['A'],2025-07-26T00:00:00.000,22.0,['A']
22.3,['A'],2025-07-27T00:00:00.000,21.6,['A']
22.2,['A'],2025-07-28T00:00:00.000,21.5,['A']
22.6,['A'],2025-07-29T00:00:00.000,21.8,['A']
22.5,['A'],2025-07-30T00:00:00.000,22.0,['A']
22.7,['A'],2025-07-31T00:00:00.000,22.1,['A']
23.0,['A'],2025-08-01T00:00:00.000,22.3,['A']
23.1,['A'],2025-08-02T00:00:00.000,22.4,['A']
22.4,['A'],2025-08-03T00:00:00.000,21.7,['A']
21.1,['A'],2025-08-04T00:00:00.000,20.6,['A']
20.9,['A'],2025-08-05T00:00:00.000,20.2,['A']
20.5,['A'],2025-08-06T00:00:00.000,20.3,['A']
20.4,['A'],2025-08-07T00:00:00.000,20.0,['A']
20.7,['A'],2025-08-08T00:00:00.000,20.0,['A']
21.5,['A'],2025-08-09T00:00:00.000,20.6,['A']
22.4,['A'],2025-08-10T00:00:00.000,21.5,['A']
23.6,['A'],2025-08-11T00:00:00.000,22.7,['A']
24.2,['A'],2025-08-12T00:00:00.000,23.5,['A']
24.1,['A'],2025-08-13T00:00:00.000,23.5,['A']
23.4,['A'],2025-08-14T00:00:00.000,23.0,['A']
22.6,['A'],2025-08-15T00:00:00.000,21.8,['A']
21.4,['A'],2025-08-16T00:00:00.000,21.0,['A']
21.0,['A'],2025-08-17T00:00:00.000,20.6,['A']
20.7,['A'],2025-08-18T00:00:00.000,20.1,['A']
20.6,['A'],2025-08-19T00:00:00.000,19.9,['A']
21.1,['A'],2025-08-20T00:00:00.000,20.4,['A']
21.2,['A'],2025-08-21T00:00:00.000,20.6,['A']
21.6,['A'],2025-08-22T00:00:00.000,20.9,['A']
22.0,['A'],2025-08-23T00:00:00.000,21.4,['A']
22.2,['A'],2025-08-24T00:00:00.000,21.6,['A']
21.6,['A'],2025-08-25T00:00:00.000,21.3,['A']
21.3,['A'],2025-08-26T00:00:00.000,21.0,['A']
21.1,['A'],2025-08-27T00:00:00.000,20.5,['A']
21.7,['A'],2025-08-28T00:00:00.000,20.9,['A']
21.6,['A'],2025-08-29T00:00:00.000,21.1,['A']
21.0,['A'],2025-08-30T00:00:00.000,20.4,['A']
20.7,['A'],2025-08-31T00:00:00.000,20.1,['A']
20.4,['A'],2025-09-01T00:00:00.000,20.0,['A']
20.8,['A'],2025-09-02T00:00:00.000,20.3,['A']
20.7,['A'],2025-09-03T00:00:00.000,20.5,['A']
20.9,['A'],2025-09-04T00:00:00.000,20.3,['A']
21.0,['A'],2025-09-05T00:00:00.000,20.4,['A']
20.4,['A'],2025-09-06T00:00:00.000,20.0,['A']
20.1,['A'],2025-09-07T00:00:00.000,19.5,['A']
19.3,['A'],2025-09-08T00:00:00.000,18.8,['A']
18.8,['A'],2025-09-09T00:00:00.000,18.4,['A']
18.7,['A'],2025-09-10T00:00:00.000,18.3,['A']
18.1,['A'],2025-09-11T00:00:00.000,17.8,['A']
18.0,['A'],2025-09-12T00:00:00.000,17.5,['A']
18.3,['A'],2025-09-13T00:00:00.000,17.6,['A']
18.6,['A'],2025-09-14T00:00:00.000,18.1,['A']
18.4,['A'],2025-09-15T00:00:00.000,17.8,['A']
18.6,['A'],2025-09-16T00:00:00.000,17.8,['A']
18.8,['A'],2025-09-17T00:00:00.000,18.1,['A']
18.8,['A'],2025-09-18T00:00:00.000,18.3,['A']
18.7,['A'],2025-09-19T00:00:00.000,18.1,['A']
18.6,['A'],2025-09-20T00:00:00.000,18.0,['A']
18.4,['A'],2025-09-21T00:00:00.000,17.8,['A']
17.8,['A'],2025-09-22T00:00:00.000,17.2,['A']
17.8,['A'],2025-09-23T00:00:00.000,17.2,['A']
18.2,['A'],2025-09-24T00:00:00.000,17.5,['A']
18.1,['A'],2025-09-25T00:00:00.000,17.6,['A']
17.7,['A'],2025-09-26T00:00:00.000,17.2,['A']
17.2,['A'],2025-09-27T00:00:00.000,16.8,['A']
17.2,['A'],2025-09-28T00:00:00.000,16.7,['A']
16.8,['A'],2025-09-29T00:00:00.000,16.6,['A']
16.3,['A'],2025-09-30T00:00:00.000,16.0,['A']
15.8,['A'],2025-10-01T00:00:00.000,15.5,['A']
15.8,['A'],2025-10-02T00:00:00.000,15.4,['A']
16.0,['A'],2025-10-03T00:00:00.000,15.4,['A']
16.4,['A'],2025-10-04T00:00:00.000,15.9,['A']
16.8,['A'],2025-10-05T00:00:00.000,16.3,['A']
16.3,['A'],2025-10-06T00:00:00.000,15.9,['A']
16.2,['A'],2025-10-07T00:00:00.000,15.6,['A']
15.6,['A'],2025-10-08T00:00:00.000,15.3,['A']
14.9,['A'],2025-10-09T00:00:00.000,14.5,['A']
14.4,['A'],2025-10-10T00:00:00.000,14.2,['A']
14.3,['A'],2025-10-11T00:00:00.000,14.1,['A']
14.2,['A'],2025-10-12T00:00:00.000,14.0,['A']
13.7,['A'],2025-10-13T00:00:00.000,13.4,['A']
13.4,['A'],2025-10-14T00:00:00.000,13.0,['A']
13.1,['A'],2025-10-15T00:00:00.000,12.7,['A']
13.0,['A'],2025-10-16T00:00:00.000,12.7,['A']
13.6,['A'],2025-10-17T00:00:00.000,13.2,['A']
13.6,['A'],2025-10-18T00:00:00.000,13.3,['A']
14.0,['A'],2025-10-19T00:00:00.000,13.7,['A']
14.1,['A'],2025-10-20T00:00:00.000,13.7,['A']
13.7,['A'],2025-10-21T00:00:00.000,13.4,['A']
13.4,['A'],2025-10-22T00:00:00.000,13.1,['A']
13.8,['A'],2025-10-23T00:00:00.000,13.4,['A']
13.7,['A'],2025-10-24T00:00:00.000,13.5,['A']
13.4,['A'],2025-10-25T00:00:00.000,13.2,['A']
12.8,['A'],2025-10-26T00:00:00.000,12.5,['A']
12.1,['A'],2025-10-27T00:00:00.000,11.9,['A']
11.9,['A'],2025-10-28T00:00:00.000,11.7,['A']
12.6,['A'],2025-10-29T00:00:00.000,12.2,['A']
12.4,['A'],2025-10-30T00:00:00.000,12.2,['A']
12.0,['A'],2025-10-31T00:00:00.000,11.8,['A']
12.7,['A'],2025-11-01T00:00:00.000,12.4,['A']
12.6,['A'],2025-11-02T00:00:00.000,12.4,['A']
12.0,['A'],2025-11-03T00:00:00.000,11.8,['A']
12.0,['A'],2025-11-04T00:00:00.000,11.7,['A']
12.5,['A'],2025-11-05T00:00:00.000,12.3,['A']
12.8,['A'],2025-11-06T00:00:00.000,12.6,['A']
12.7,['A'],2025-11-07T00:00:00.000,12.5,['A']
12.3,['A'],2025-11-08T00:00:00.000,12.0,['A']
11.7,['A'],2025-11-09T00:00:00.000,11.5,['A']
11.6,['A'],2025-11-10T00:00:00.000,11.4,['A']
12.0,['A'],2025-11-11T00:00:00.000,11.8,['A']
12.4,['A'],2025-11-12T00:00:00.000,12.2,['A']
12.7,['A'],2025-11-13T00:00:00.000,12.4,['A']
12.8,['A'],2025-11-14T00:00:00.000,12.6,['A']
13.0,['A'],2025-11-15T00:00:00.000,12.8,['A']
12.9,['A'],2025-11-16T00:00:00.000,12.7,['A']
12.6,['A'],2025-11-17T00:00:00.000,12.3,['A']
12.0,['A'],2025-11-18T00:00:00.000,11.2,['A']
10.5,['A'],2025-11-19T00:00:00.000,10.1,['A']
9.9,['A'],2025-11-20T00:00:00.000,9.7,['A']
10.0,['A'],2025-11-21T00:00:00.000,9.7,['A']
9.6,['A'],2025-11-22T00:00:00.000,9.5,['A']
9.6,['A'],2025-11-23T00:00:00.000,9.5,['A']
10.0,['A'],2025-11-24T00:00:00.000,9.7,['A']
9.7,['A'],2025-11-25T00:00:00.000,9.5,['A']
9.7,['A'],2025-11-26T00:00:00.000,9.5,['A']
10.3,['A'],2025-11-27T00:00:00.000,10.0,['A']
10.8,['A'],2025-11-28T00:00:00.000,10.5,['A']
10.5,['A'],2025-11-29T00:00:00.000,10.1,['A']
9.8,['A'],2025-11-30T00:00:00.000,9.7,['A']
9.4,['P'],2025-12-01T00:00:00.000,9.0,['P']
8.7,['P'],2025-12-02T00:00:00.000,8.5,['P']
8.7,['P'],2025-12-03T00:00:00.000,8.5,['P']
8.5,['P'],2025-12-04T00:00:00.000,8.3,['P']
9.6,['P'],2025-12-05T00:00:00.000,9.0,['P']
9.9,['P'],2025-12-06T00:00:00.000,9.7,['P']
9.8,['P'],2025-12-07T00:00:00.000,9.7,['P']
10.5,['P'],2025-12-08T00:00:00.000,10.2,['P']
10.8,['P'],2025-12-09T00:00:00.000,10.6,['P']
11.4,['P'],2025-12-10T00:00:00.000,11.1,['P']
11.5,['P'],2025-12-11T00:00:00.000,11.4,['P']
11.4,['P'],2025-12-12T00:00:00.000,11.0,['P']
10.6,['P'],2025-12-13T00:00:00.000,10.2,['P']
9.8,['P'],2025-12-14T00:00:00.000,9.4,['P']
9.9,['P'],2025-12-15T00:00:00.000,9.6,['P']
11.1,['P'],2025-12-16T00:00:00.000,10.3,['P']
11.1,['P'],2025-12-17T00:00:00.000,10.5,['P']
10.6,['P'],2025-12-18T00:00:00.000,10.0,['P']
10.6,['P'],2025-12-19T00:00:00.000,10.4,['P']
9.9,['P'],2025-12-20T00:00:00.000,9.5,['P']
9.3,['P'],2025-12-21T00:00:00.000,9.0,['P']
9.2,['P'],2025-12-22T00:00:00.000,9.0,['P']
9.2,['P'],2025-12-23T00:00:00.000,9.1,['P']
9.1,['P'],2025-12-24T00:00:00.000,8.9,['P']
8.8,['P'],2025-12-25T00:00:00.000,8.7,['P']
8.7,['P'],2025-12-26T00:00:00.000,8.6,['P']
8.5,['P'],2025-12-27T00:00:00.000,8.4,['P']
8.2,['P'],2025-12-28T00:00:00.000,7.9,['P']
7.6,['P'],2025-12-29T00:00:00.000,7.4,['P']
7.2,['P'],2025-12-30T00:00:00.000,7.0,['P']
6.9,['P'],2025-12-31T00:00:00.000,6.8,['P']
6.9,['P'],2026-01-01T00:00:00.000,6.8,['P']
7.8,['P'],2026-01-02T00:00:00.000,7.3,['P']
8.5,['P'],2026-01-03T00:00:00.000,8.2,['P']
8.8,['P'],2026-01-04T00:00:00.000,8.7,['P']
8.7,['P'],2026-01-05T00:00:00.000,8.5,['P']
8.2,['P'],2026-01-06T00:00:00.000,7.9,['P']
7.8,['P'],2026-01-07T00:00:00.000,7.6,['P']
7.4,['P'],2026-01-08T00:00:00.000,7.2,['P']
7.2,['P'],2026-01-09T00:00:00.000,7.2,['P']
7.1,['P'],2026-01-10T00:00:00.000,7.1,['P']
7.5,['P'],2026-01-11T00:00:00.000,7.3,['P']
7.5,['P'],2026-01-12T00:00:00.000,7.4,['P']
7.3,['P'],2026-01-13T00:00:00.000,7.1,['P']
6.9,"['P', '[4]']",2026-01-15T00:00:00.000,,
6.8,['P'],2026-01-16T00:00:00.000,6.6,['P']
6.6,['P'],2026-01-17T00:00:00.000,6.5,['P']
6.4,['P'],2026-01-18T00:00:00.000,6.2,['P']
6.0,['P'],2026-01-19T00:00:00.000,5.9,['P']
5.7,['P'],2026-01-20T00:00:00.000,5.6,['P']
5.4,['P'],2026-01-21T00:00:00.000,5.2,['P']
5.1,['P'],2026-01-22T00:00:00.000,5.0,['P']
5.5,['P'],2026-01-23T00:00:00.000,5.2,['P']
5.3,['P'],2026-01-24T00:00:00.000,5.1,['P']
4.9,['P'],2026-01-25T00:00:00.000,4.6,['P']
4.5,['P'],2026-01-26T00:00:00.000,4.4,['P']
4.9,['P'],2026-01-27T00:00:00.000,4.6,['P']
5.9,['P'],2026-01-28T00:00:00.000,5.3,['P']
6.8,['P'],2026-01-29T00:00:00.000,6.4,['P']
7.4,['P'],2026-01-30T00:00:00.000,7.1,['P']
7.8,['P'],2026-01-31T00:00:00.000,7.6,['P']
8.6,['P'],2026-02-01T00:00:00.000,8.0,['P']
8.6,['P'],2026-02-02T00:00:00.000,8.3,['P']
8.5,['P'],2026-02-03T00:00:00.000,8.2,['P']
8.7,['P'],2026-02-04T00:00:00.000,8.2,['P']
8.4,['P'],2026-02-05T00:00:00.000,8.1,['P']
8.2,['P'],2026-02-06T00:00:00.000,7.9,['P']
8.1,['P'],2026-02-07T00:00:00.000,7.9,['P']
8.5,['P'],2026-02-08T00:00:00.000,8.2,['P']
8.6,['P'],2026-02-09T00:00:00.000,8.4,['P']
8.5,['P'],2026-02-10T00:00:00.000,8.4,['P']
8.2,['P'],2026-02-11T00:00:00.000,7.8,['P']
7.7,['P'],2026-02-12T00:00:00.000,7.5,['P']
7.8,['P'],2026-02-13T00:00:00.000,7.7,['P']
8.0,['P'],2026-02-14T00:00:00.000,7.8,['P']
8.1,['P'],2026-02-15T00:00:00.000,7.9,['P']
8.2,['P'],2026-02-16T00:00:00.000,8.0,['P']
7.8,['P'],2026-02-17T00:00:00.000,7.5,['P']
7.2,['P'],2026-02-18T00:00:00.000,7.0,['P']
7.0,['P'],2026-02-19T00:00:00.000,6.9,['P']
7.0,['P'],2026-02-20T00:00:00.000,6.8,['P']
7.4,['P'],2026-02-21T00:00:00.000,7.0,['P']
8.0,['P'],2026-02-22T00:00:00.000,7.7,['P']
8.4,['P'],2026-02-23T00:00:00.000,8.2,['P']
8.3,['P'],2026-02-24T00:00:00.000,8.0,['P']
8.7,['P'],2026-02-25T00:00:00.000,8.5,['P']
8.7,['P'],2026-02-26T00:00:00.000,8.5,['P']
8.4,['P'],2026-02-27T00:00:00.000,8.1,['P']
8.1,['P'],2026-02-28T00:00:00.000,8.0,['P']
8.2,['P'],2026-03-01T00:00:00.000,8.1,['P']
9.2,['P'],2026-03-02T00:00:00.000,8.7,['P']
9.8,['P'],2026-03-03T00:00:00.000,9.5,['P']
10.2,['P'],2026-03-04T00:00:00.000,10.0,['P']
10.0,['P'],2026-03-05T00:00:00.000,9.8,['P']
9.6,['P'],2026-03-06T00:00:00.000,9.3,['P']
10.2,['P'],2026-03-07T00:00:00.000,9.7,['P']
10.5,['P'],2026-03-08T00:00:00.000,10.3,['P']
10.2,['P'],2026-03-09T00:00:00.000,9.9,['P']
9.5,['P'],2026-03-10T00:00:00.000,9.3,['P']
9.0,['P'],2026-03-11T00:00:00.000,8.8,['P']
9.4,['P'],2026-03-12T00:00:00.000,9.1,['P']
10.2,['P'],2026-03-13T00:00:00.000,9.6,['P']
10.4,['P'],2026-03-14T00:00:00.000,10.2,['P']
9.9,['P'],2026-03-15T00:00:00.000,9.3,['P']
9.8,['P'],2026-03-16T00:00:00.000,9.3,['P']
10.7,['P'],2026-03-17T00:00:00.000,10.1,['P']
11.0,['P'],2026-03-18T00:00:00.000,10.8,['P']
11.4,['P'],2026-03-19T00:00:00.000,11.1,['P']
11.4,['P'],2026-03-20T00:00:00.000,11.3,['P']
11.9,['P'],2026-03-21T00:00:00.000,11.5,['P']
11.6,['P'],2026-03-22T00:00:00.000,11.2,['P']
11.1,['P'],2026-03-23T00:00:00.000,10.9,['P']
10.9,['P'],2026-03-24T00:00:00.000,10.8,['P']
11.0,['P'],2026-03-25T00:00:00.000,10.7,['P']
11.0,['P'],2026-03-26T00:00:00.000,10.6,['P']
11.2,['P'],2026-03-27T00:00:00.000,10.6,['P']
11.8,['P'],2026-03-28T00:00:00.000,11.1,['P']
11.3,['P'],2026-03-29T00:00:00.000,11.1,['P']
10.9,['P'],2026-03-30T00:00:00.000,10.5,['P']
11.2,['P'],2026-03-31T00:00:00.000,10.8,['P']
11.0,['P'],2026-04-01T00:00:00.000,10.7,['P']
10.8,['P'],2026-04-02T00:00:00.000,10.4,['P']
10.9,['P'],2026-04-03T00:00:00.000,10.5,['P']
11.8,['P'],2026-04-04T00:00:00.000,11.1,['P']
12.9,['P'],2026-04-05T00:00:00.000,12.1,['P']
14.0,['P'],2026-04-06T00:00:00.000,13.2,['P']
14.2,['P'],2026-04-07T00:00:00.000,13.6,['P']
14.1,['P'],2026-04-08T00:00:00.000,13.4,['P']
14.4,['P'],2026-04-09T00:00:00.000,13.7,['P']
15.2,['P'],2026-04-10T00:00:00.000,14.4,['P']
14.9,['P'],2026-04-11T00:00:00.000,14.5,['P']
14.2,['P'],2026-04-12T00:00:00.000,13.5,['P']
12.7,['P'],2026-04-13T00:00:00.000,12.5,['P']
12.3,['P'],2026-04-14T00:00:00.000,11.9,['P']
11.4,['P'],2026-04-15T00:00:00.000,11.1,['P']
11.0,['P'],2026-04-16T00:00:00.000,10.6,['P']
11.2,['P'],2026-04-17T00:00:00.000,10.8,['P']
12.0,['P'],2026-04-18T00:00:00.000,11.4,['P']
13.1,['P'],2026-04-19T00:00:00.000,12.5,['P']
13.3,['P'],2026-04-20T00:00:00.000,13.0,['P']
13.0,['P'],2026-04-21T00:00:00.000,12.9,['P']
12.8,['P'],2026-04-22T00:00:00.000,12.4,['P']
12.1,['P'],2026-04-23T00:00:00.000,11.9,['P']
12.9,['P'],2026-04-24T00:00:00.000,12.3,['P']
13.7,['P'],2026-04-25T00:00:00.000,13.0,['P']
14.3,['P'],2026-04-26T00:00:00.000,13.6,['P']
13.8,['P'],2026-04-27T00:00:00.000,13.4,['P']
13.8,['P'],2026-04-28T00:00:00.000,13.2,['P']
14.1,['P'],2026-04-29T00:00:00.000,13.3,['P']
15.4,['P'],2026-04-30T00:00:00.000,14.4,['P']
16.2,['P'],2026-05-01T00:00:00.000,15.3,['P']
16.2,['P'],2026-05-02T00:00:00.000,15.7,['P']
17.2,['P'],2026-05-03T00:00:00.000,16.4,['P']
17.9,['P'],2026-05-04T00:00:00.000,17.0,['P']
17.2,['P'],2026-05-05T00:00:00.000,16.6,['P']
16.9,['P'],2026-05-06T00:00:00.000,16.3,['P']
17.5,['P'],2026-05-07T00:00:00.000,16.6,['P']
17.8,['P'],2026-05-08T00:00:00.000,17.1,['P']
17.9,['P'],2026-05-09T00:00:00.000,17.2,['P']
18.0,['P'],2026-05-10T00:00:00.000,17.3,['P']
18.1,['P'],2026-05-11T00:00:00.000,17.3,['P']
18.8,['P'],2026-05-12T00:00:00.000,18.0,['P']
18.1,['P'],2026-05-13T00:00:00.000,17.7,['P']
17.4,['P'],2026-05-14T00:00:00.000,16.8,['P']
16.2,['P'],2026-05-15T00:00:00.000,15.8,['P']
15.9,['P'],2026-05-16T00:00:00.000,15.2,['P']
16.2,['P'],2026-05-17T00:00:00.000,15.4,['P']
16.8,['P'],2026-05-18T00:00:00.000,15.9,['P']
17.3,['P'],2026-05-19T00:00:00.000,16.4,['P']
18.1,['P'],2026-05-20T00:00:00.000,17.2,['P']
18.9,['P'],2026-05-21T00:00:00.000,17.9,['P']
19.6,['P'],2026-05-22T00:00:00.000,18.6,['P']
20.0,['P'],2026-05-23T00:00:00.000,19.2,['P']
20.1,['P'],2026-05-24T00:00:00.000,19.2,['P']
19.3,['P'],2026-05-25T00:00:00.000,18.4,['P']
17.5,['P'],2026-05-26T00:00:00.000,16.9,['P']
17.8,['P'],2026-05-27T00:00:00.000,16.7,['P']
19.1,['P'],2026-05-28T00:00:00.000,18.0,['P']
18.6,['P'],2026-05-29T00:00:00.000,17.9,['P']
17.3,['P'],2026-05-30T00:00:00.000,16.7,['P']
17.5,['P'],2026-05-31T00:00:00.000,16.6,['P']
18.6,['P'],2026-06-01T00:00:00.000,17.5,['P']
